text_idx,sentence_idx,verb,sentence,verb_idx,label
,,look,"task analysis can be very expensive in skilled manpower , but in look at cost/value it is important to include in value the increase in mutual understanding which occurs when a multi-disciplinary team conducts the analysis .",12,0
,,understand,"it is a desire millions of us know and understand , yet for which we have no name .",9,0
,,go,"no that 's right really , i mean if you do n't know the area you do n't know which road to go on the islands .",22,0
,,come,"and then she comes in , oh , labour party conference is cancelled !",3,0
,,face,"at the same time , the residents of the poorest areas have to face , in a way that is not true of those who live elsewhere , a growing fear of attack on themselves or their property .",13,0
,,post,"it must have been some time in august when i posted those pictures , rufus thought , and a couple of weeks later it was all over .",10,0
,,take,"a central objective of the post-war welfare state was , indeed , to alleviate the problems of the urban poor , over whom beveridge 's five giants ( want , disease , ignorance , squalor , and idleness ) had for so long taken sway .",43,0
,,attempt,the solid uncooperative bundle was surprisingly heavy ; it was like attempting to manoeuvre a firm and rather smelly poultice .,11,0
,,say,it says,1,0
,,settle,and she 's going to settle for a flat somewhere else of course,5,0
,,know,is fifty six thousand you know .,5,0
,,keep,"his enormous hands dwarfed the elegant menu which he was studying in apparent disbelief , and peter yeo noticed again , as barton without rising extended one massive paw , that though the fingers were an ordinary length it was the width of the palms that kept the hands so large .",46,0
,,like,obviously just like in .,2,0
,,watch,"she still retained her english habit of watching each day 's weather , always expecting changes , marvelling at the hot sunny days which followed one after the other , almost with monotony .",7,0
,,make,"i never see how they make the sales per square foot in these places , barton observed , without further greeting .",5,0
,,struggle,"the headland was empty and almost bare , the few straggling trees , distorted by the wind , struggling to keep their precarious hold in the uncompromising soil .",18,0
,,sustainable,but they will take into account the need for that balance that says that social spending without underpinning by economic growth will not be sustainable in any event .,24,0
,,reduce,"task forces , meanwhile , were directed to reduce youth unemployment .",8,0
,,mean,"it seemed strange to make that argument , mr cook said , when it was clear the whole policy review process was meant to placate the centre ground .",22,0
,,say,"at bridgend he looked in despair , and he almost said as much : i hope we can pull it together but sometimes i have my doubts .",10,0
,,laundry,the exec director did n't want his dirty laundry wrung out in front of this russian .,8,0
,,do,"and i tell you frankly that i ca n't do it , adam .",9,0
,,strip,"gene autry , the first tv cowboy , now 82 , says westerns dominated the early days of tv partly because they had lively , cheaply produced visuals , but mainly because early tv was stripped of feature films by the studios .",35,0
,,make,"he did n't know what lewis meant about someone looking after the house but no doubt he , adam , had at the time concocted some tale to make his father quiet , to keep him away even .",28,0
,,experiment,"and now , for the first time , he thought that he could smell the north sea , that potent but half-illusory tang evoking nostalgic memories of childhood holidays , of solitary adolescent walks as he experimented with his first poems , of his aunt 's tall figure at his side , binoculars round her neck , striding towards the haunts of her beloved birds .",36,0
,,provide,they provided support to the beacon and elfreda rathbone nurseries and most members saw these settings as the best places to treat children .,1,0
,,fell,the shares fell 10p to 170p .,2,0
,,distance,"this appropriateness of kahlo 's aesthetic to contemporary debate has tended to distance her work from its historical context , to stress the collective and the cross-cultural .",12,0
,,give,they do n't gives a fuck,3,0
,,bill,"it was raining intermittently all the time they were in the cemetery , the pines bill and shivering in the wind .",15,0
,,spare,can you spare money to help me fend them off ?,2,0
,,use,"in contrast to our previous example we shall now use a cylindrical beam consisting of two kinds of charge carriers : negative electrons and some positive particles , which i do not wish to be more precise about at the moment .",9,0
,,not,"less costly , but not entirely satisfactory , is the practice of making every fourth tankful leaded petrol , which protects the valve seats but rather not the object .",26,0
,,give,"since it is the equation formula that needs to be satisfied , we should choose the potential as a vector ( called , not without logic , the vector potential ) , given by the equation formula .",32,0
,,net,"bunn , who netted six goals in the previous round against scarborough , this time turned into the provider , putting milligan clear and free .",3,0
,,compare,"sections 3.6ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½3.16 are compared with magnetostatics , where electric fields are assumed to be zero and the interrelationship of j , h , and b are studied .",3,0
,,develop,"by 1983 residential services were developed with care in the community in mind , but most were based in specialist settings .",5,0
,,argue,he argued that keyser 's problems were hastened by an unwise acquisition .,1,0
,,list,holiday homes and commercial property have been listed among the lots to be auctioned .,7,0
,,still,"forster half rolled , his uzi still in his hand as he got off half a clip at point blank range .",6,0
,,write,"these ideas were informed by a paper which had already been written by an active member of the local mencap group , who had previously tried to generate the debate within the community health service through the mencap committee .",11,0
,,say,"p. taylor has said that law was trained , if he was trained for anything in his early career , to be a debater .",3,0
,,draft,"( when he became chancellor of the exchequer this practice caused consternation at the treasury , when he used only a page of notes to assist him in drafting complicated resolutions on wartime finance ; he relied successfully on his memory to provide details and figures . )",28,0
,,try,a doctor does n't ask his patient what treatment to try .,10,0
,,have,normal trainers but they just have spikes in them .,5,0
,,on,"as is common practice , landlords kept the tenant 's deposit of ì´ï¿½650 and on debbie they would take their entire fee of ì´ï¿½881 up front , so she expected no rent for the first month .",14,0
,,gl,and then the media gl down and blow everything up .,4,0
,,lead,"of course he could look up robin tatian but where , really , would that lead him ?",15,0
,,break,"yet the logic of the definition suggested that it would benefit especially kings , whose competence to declare war could not be impugned : thus thibaud of blois failed to persuade the monks of marmoutier that they owed him service when he fought against louis vi ; they claimed discretion in the matter ; and in 1184 , the mighty philip of alsace hesitated to commit to battle the army he had summoned against philip augustus , through fear that its ranks might break away .",83,0
,,dismiss,"he found himself encouraging , dismissing , the scenario illusion .",5,0
,,lead,they seem to think that you can ask a businessman what his requirements are and get an answer that leads to a draft system specification .,19,0
,,do,"you rally , you stand up and do it .",7,0
,,receive,"one answer sometimes received is that they are not , because a driver who overtakes on a bend , knowingly taking the risk that there is a car travelling in the opposite direction , should not be labelled a murderer if a collision and death happen to ensue .",3,0
,,stand,one building stood out in this dispiriting panorama of post-war mediocrity : a dark powerful mass of brickwork with a tall central tower that stands right across the thames from wren 's dome .,2,0
,,down,"the gulamalis received their rent for the first three months , then nothing for four months , and were told the computer was down , the accounts were being moved , the cheque was in the post , and so on .",23,0
,,not,"the support for the express in 1912 "" provides for the introduction of ì´ï¿½50,000 or $60,000 to retain the only half-penny paper the party possesses in london , and no less a sum than $700,000 to ì´ï¿½1 , 000,000 would be necessary to start a similar paper if the daily express were not to go .",52,0
,,remember,"further afield , we need to remember that some disasters ( most obviously chernobyl ) will have implications for more than one country so that environmental monitoring should take place with some kind of international co-ordination .",6,0
,,head,"and he concludes , of all the warnings that the inner city has to offer for the direction british society is headed , this is perhaps the most sinister .",21,0
,,:,"frederica : round her to stare : claude monet : "" au cap d'antibes par vent de mistral "" .",1,0
,,push,why did they push it a stage further with him ?,3,0
,,bring,"then came the passage , which appeared on the television news that evening and in the papers the next day , about the liberal democrats being the trojan horse that would bring labour in .",31,0
,,slow,"after being given clearance to land , miranda , following her instructor 's directions , started her approach ; she throttled back to reduce speed and slowed her descent as she flew towards the threshold the point just before she intended to touch down .",26,0
,,lead,"here a right turn led him off the coastal road on to what was little more than a smoothly macadamed track bordered by water-filled ditches and fringed by a golden haze of reeds , their lumbered heads straining in the wind .",4,0
,,pick,so do these fellas you picked up .,5,0
,,remove,clare managed to remove the red rocking horse by mid-may .,3,0
,,'m,"if i do n't give a damn about em , i ai n't anxious , and if i ai n't anxious , then i 'm easy .",24,0
,,set,"in other words , does english criminal law pick out the most heinous forms of killing as murders and manslaughters , or are the boundaries set by tradition ?",25,0
,,a,ruth had a count of time .,2,0
,,fall,that middle drawer over there keeps falling out all the time .,6,0
,,you,but you care .,1,0
,,have,"but dr runcie 's ideas of a limited primacy recognising the pope as a central figure in the christian church , who would have a primacy for the sake of unity and mission have been rejected as insufficient by the pope .",23,0
,,take,"no you got your licence in erm was it , it were early in the year when you took your test ?",18,0
,,cause,they told me they could cause an accident .,5,0
,,note,"as noted above , the logic of the design may not be the optimal basis if the way the operator thinks and acts is different .",1,0
,,move,because the group had known her and her children for some time they agreed to have a go and the placement moved ahead .,21,0
,,define,one approach would be to define the line by reference to the degree of probability .,5,0
,,get,"still , angie can get the treasury on this one , given her boyfriend , ca n't she ?",4,0
,,head,rufus overtook a bus heading to colchester and dropped the two in the back so that they could catch it .,4,0
,,hide,"way you go , patty , he said softly , and the dog was off , hurling herself along the embankment , all paws and flying ears , after a rabbit who had been hiding in a patch of sun but disappeared with contemptuous ease as she came close .",34,0
,,occur,baker ( 1984 ) suggests that four kinds of shortcoming occur when checklists are validated in the real situation .,10,0
,,seek,i would pick up the phone and phone my solicitor and ask to come and see him and seek his advice .,18,0
,,turn,"forster was sorely tempted to nip out and confirm that the noise was coming from george by twiddling the volume and tuner , but turned down the urge .",24,0
,,',"because the networks ' westerns appeal mainly to middle-aged men , young riders has a cast of five pouting young male actors , in an attempt to make a western with good demographics .",3,0
,,have,since formula] is by definition the resistivity we have the result you learned in school that the electrical resistance is proportional to the resistivity and the length of the sample and inversely proportional to its cross-section .,8,0
,,come,i 'm rapidly come to the conclusion that this is a young man 's game .,3,0
,,put,"they also put more miles to the gallon than their petrol equivalents , although service intervals are shorter .",2,0
,,recommend,almost a century later the new approach to punishment in the community recommended by the white paper once again presents alcohol misuse as a key problem requiring community-based intervention .,12,0
,,self,"yet it consolidated the king 's position within france , partly through the skilled regency of suger , but also because , in taking on himself the leadership of the expedition , louis self as a credible ruler of men .",33,0
,,go,and i 'm not going to go on paying three thousand a year renting it to give to him when i could be buying one myself .,4,0
,,use,"they interviewed parents , specialist professionals and mainstream day-care workers and they used a questionnaire which was completed by workers in a large proportion of mainstream council services and voluntary organisations , as well as by some child-minders .",12,0
,,drop,"carson thereupon dropped out of the contest or rather announced that he was not standing , for no official nominations had been made .",2,0
,,place,it 's a fact that american men seem to place business before everything .,9,0
,,delay,"dozens more east german refugees arrived outside the west german embassy yesterday seeking asylum and passage to the west , including some who delayed by only a few minutes a train that took more than 800 of their compatriots to west germany .",23,0
,,rank,"when , in 1939 , the architects ' journal conducted a survey to find what were considered the best modern buildings in britain , battersea was ranked second and was the favourite of such unlikely celebrities as sir kenneth clark , rebecca west and charles laughton .",26,0
,,see,"although this is not in itself to be seen as a tactic , it has diminished the complexity of kahlo 's achievement as a specifically mexican painter , operating within the particularities of her historical moment .",8,0
,,have,"i 'd like to substitute paul littlejohn for myself in the power of attorney that i have on your behalf , elinor .",16,0
,,add,"they had weathered bridgend 's early fury , conceding a try before coming back with some confidence to add three of their own .",18,0
,,blow,"it had blown up rufus 's nose a bit , though adam had a perfect right to do this .",2,0
,,tell,he 'd been telling me to come down here for a long time .,3,0
,,rise,"so the single chimney rises only to 325ft , some 45ft below the height of the cross above the cathedral .",4,0
,,have,well you have n't had the choice,4,0
,,fuck,"yeah , but it was a , it was also a it was a bit of a celebrity , i mean it was people , people were fucking around , bloody hell i mean",27,0
,,do,what would i do ?,3,0
,,and,"it was not that unpleasant memories were evoked , for these were always with him , his existence was inseparable from that old bitterness , but that a sight of the house , even the glimpse of a photograph , and the precise feelings he had had why , it must be getting on for eleven years ago .",40,0
,,solve,the view that only outstanding management could solve the problem was held by the audit commission ( 1987 ) .,7,0
,,-,"he would not tell her , this funny - little english girl , that he had come to her first because he could not keep away from her .",8,0
,,want,"certainly if you want a literal interpretation to the story , it 's a minefield , allan ahlberg says .",3,0
,,be,long afterwards ruth realised that this was the moment when she had learned that she could never be first with him .,17,0
,,which,the next section which attempts to create a clear under-fives policy .,3,0
,,loyal,"the treaty between robert ii of flanders and henry i of england , renewed by their successors , stipulated that each knight loyal to the english king should bring three horses with him this at a time when a horse represented a major investment .",22,0
,,save,"neither the butler education act of 1944 , nor the introduction of comprehensive schools , saved a high proportion of children from under-achieving .",15,0
,,pour,"the boy , unlike the dog , knew that the mud did not go on for ever ; beyond the bridge , the disused railway embankment along which they were walking became built up , so that water poured off it .",38,0
,,pose,another question is whether the criminal law ought not to be wider in its application to activities which pose some risk of causing death than in other spheres .,18,0
,,separate,however the map does require more intellectual effort than does the routine not only in making decisions about how to proceed but also in separating out the required information from the massive irrelevance ( for a particular task ) which is equally available .,24,0
,,clear,"we 're trying to clear the path for purchasers , and streamline the system , says graham harrison , pointing out that live telephone bidding will also be available for those unable to attend .",4,0
,,make,"should those decisions not be made by the courts , in the same way as other sentencing decisions ?",5,0
,,be,that 's where all these long thin ones have been .,9,0
,,define,but many system developers are unable to define requirements properly .,7,0
,,tr,they probably got hitler tr away too .,4,0
,,show,"no great skill or intellectual effort is required , which is one way of showing that the human operator is being under-used , but the purpose of a routine is usually to avoid common human error such as omitting a step or reversing steps .",14,0
,,go,more impressive are the japanese manufacturers whose cars dating from the early eighties can go on unleaded without adjustment .,14,0
,,simply,"for kahlo , however , simply to don the costume of the tehuana , as for example in tree of hope ( 1946 ) ( fig. 8 ) , was to embody a powerful icon of cultural identity .",5,0
,,make,when we 're open so i 'll make a delivery on thursday and i 'll get some er,7,0
,,notice,they noticed the damage hitler was doing .,1,0
,,get,"'and there was 1 , making my husband 's life a misery , sure i 'd get the dreaded c.",16,0
,,double,"he was very nearly as tall as her , but she put an arm under his shoulders and supported him to the untidy room which doubled as the stable office , calling to one of the stable girls to take over the class .",25,0
,,remove,"just as thomson transferred stein 's literary abstraction to music , so these portraits unusually employ the painter 's technique of removing the sitter from life : an ideal combination of thomson 's habit of immediate response with an actual subject .",21,0
,,bring,joyriding riots brought tyneside 's meadowell estate to national prominence last september .,2,0
,,overshadow,"the achievements of raymond iv st gilles in consolidating his authority within toulouse were overshadowed by his departure in 1095 , especially since it was known that he had no intention of returning home .",14,0
,,be,"and then inside it said got ta be sure you give in any no , let's hope you you get",7,0
,,transform,"by allowing an intent to cause grievous bodily harm to suffice for a murder conviction , the law is violating a general principle , transforming the most serious of its offences into a constructive crime .",24,0
,,miss,catching up with what they thought they 'd missed .,8,0
,,To,"To the dismay of circuit engineers some theoreticians do , in fact , refer to eqn ( 3.35 ) as ohm 's law .",0,0
,,leave,the nhs is not for sale virginia bottomley talks to george jones in her first interview since leaving the cabinet,17,0
,,pur,such a move towards greater political integration was seen by lord scarman as essential if the gap between inner-city residents and the forces of law and order was to be pur .,30,0
,,constant,"at the same time , the residents of the poorest areas have to suffer , in a way that is not true of those who live elsewhere , a constant fear of attack on themselves or their property .",29,0
,,focus,"why , what you focused on ?",4,0
,,add,"he successfully defended rowing as an olympic sport and in 1976 added women 's events , which have now expanded to six classes .",11,0
,,manage,it is important that participants are provided with the skills to manage their drinking levels or handle more effectively pub centred problems .,11,0
,,have,this system currently runs in dbase ii and has in excess of 3000 items of professionally assessed information on major hazards coded into some 24 separate fields .,8,0
,,seek,the executive is seeking rejection of a motion calling for unilateral disarmament .,3,0
,,afford,"it was a substantial , two-storey , l-shaped house standing to the east of the track with walls partly flint and partly rendered , enclosing at the rear a courtyard of york stone which afforded an uninterrupted view over fifty yards of scrub to the grassy dunes and the sea .",34,0
,,have,"there is still a great deal of greece all through the tartarin and daumier part of this queer country , where the good folks have the accent you know ; there is a venus of arles just as there is a venus of lesbos and one still has the youth of it , in spite of all",47,0
,,waste,i 'm not going to waste a week on the route,5,0
,,be,"it helped us to derive biot-savart 's law , it will be handy later in solving certain radiation problems , and it often leads to nice formulae , e.g. for the magnetic flux crossing a surface , defined as formula that may be rewritten in terms of the vector potential as follows : formula where c is the curve enclosing the surface .",11,0
,,alter,even the most solid-looking dinosaurs may have altered their habits in the last few years !,7,0
,,have,except that a lot of the information we have both had was about the lucy ghosts .,10,0
,,portray,"the fascination with functions of the body , the analogies between artistic and physical creative processes , self-portraiture used to portray the female body as the site of patriarchal aesthetic discourse ; all of these mirror the concerns of many women painters of the 1980s .",20,0
,,boost,in parliament there would be a carefully organized campaign of resistance that would at least slow the government down and boost unionist morale .,20,0
,,echo,"the voices echoed with the slaughter of the innocents , treble and descant hunting each other , while she bowed her head , unable to sing in tune .",2,0
,,avoid,"amaldi astounded his group in october 1934 with his discovery that by slowing down , rather than accelerating , neutrons , he could avoid intense nuclear reactions .",23,0
,,greet,"he paused , reminding mcleish irresistibly of a labrador wondering how best to greet an acquaintance .",13,0
,,style,"her mexicanness has become a stylistic style , decorative , colourful , pretty , even individualistic .",6,0
,,ready,"are you ready for sex , or just someone to talk to ?",2,0
,,Add,Add six add six,0,0
,,say,but she said there would be no let-up in the search for greater efficiency .,2,0
,,value,"the inner frida is valued by modern society far more than the clothed frida , who often marks her deviation from the norm by defiantly returning the gaze of the viewer .",4,0
,,interpret,a second approach is to interpret the law in such a way as to make it clear that the court should make a moral judgment on the gravity of the defendant 's conduct .,5,0
,,apply,one ca n't usually apply some arbitrary value to the divergence of a vector function .,4,0
,,say,"the white paper goes on to say : it is the loss of liberty involved in carrying out the terms of the order rather than the activities carried out during the order which is the punishment ( p. 18 , para. 4.4 ) .",6,0
,,find,"he finds himself encouraging , fostering , the scenario illusion .",1,0
,,also,"it was also clear that all of the above areas needed funding from health , education and social services before they could be implemented .",2,0
,,acknowledge,"neither , at first , did the incoming administration acknowledge the impact of rising unemployment , which was to be especially serious among the urban young .",9,0
,,delete,"the passages it cancelled had , in any case , as in certain programmes , not been deleted but stored on some limbo disc from whence they must now be retrieved .",17,0
,,see,these factors are worthy of emphasis because in practice they are still dealt with very badly in many organisations and yet it takes little trouble or expertise to see an enormous difference .,28,0
,,",","can you , erm , madame out ?",2,0
,,put,but you do n't putting on weight so there .,4,0
,,find,his concern was solely with effectiveness rather than style ; he rarely spoke with more than brief notes and left it to the occasion to find the words .,25,0
,,find,can a satisfactory line be found here ?,5,0
,,waste,i do n't want to waste my time travelling,5,0
,,portray,there are many continuities between 1980ï¿½ï¿½ï¿½ï¿½ï¿½ï¿½1 and 1985 in relation to the common-sense images used in the press and television to portray the events .,21,0
,,just,so we might just might get the carpets in as well .,3,0
,,make,i knew almost nothing about physics but we made some jokes about the rome telephone system .,8,0
,,show,you must be on time lateness will show as an absence .,7,0
,,find,she fought hard to find him a part-time playgroup place in the group his older brother attended .,4,0
,,move,the party was indeed moved over to birmingham .,4,0
,,extingu,"there must be a total retrieval now , the one good thing about which was that it might extingu his dreams .",18,0
,,suffer,"crystalate , the electronics product group , suffered a serious disappointment in the second half and hence profits fell from ì´ï¿½5.6million to ì´ï¿½2.9million in the year to september .",7,0
,,say,but stewart says : i do n't want to be disappointed so i 'm not going to ask for their help .,2,0
,,have,perhaps when they come back they 've had six months you know they 've got a month 's work on their hands .,7,0
,,ring,"then , from behind me , an unfamiliar voice sounded : oh , rang my bells .",13,0
,,operate,he said the nhs should address itself more to the needs of cancer patients so that they do not feel they have to operate outside the system .,23,0
,,get,the bathroom 's a bit chilly but once you 've got that heater on and shut the door for a few minutes it 's,10,0
,,say,"a royal banner now bestowed respectability on a cause ; kings ' wars were said to be for the sake of peace , even when cripplingly expensive and increasingly savage .",14,0
,,have,i 'd of thought they would have had just as much sun and rain as everything else .,7,0
,,draw,delaney 's stillness drew the attention of the others .,3,0
,,you,"and then inside it you got ta make sure you give in any no , let's hope you you get",4,0
,,oved,twice you 've just i 'm oved you two !,6,0
,,soar,"gently they swooped , turned , and soared in the azure sky .",7,0
,,be,"i knew immediately what your message meant : if you do n't pay up , one slash is all it is .",20,0
,,find,"meadowell has even found a new martyr in the shape of one willy hunter , a local hard nut awaiting trial for murder , and allegedly the victim of a police frame-up .",3,0
,,and,the room in which they were sitting and the curious shrinking process to which it was subject whenever he was reminded of wyvis hall or his uncle hilbert or even if the county of suffolk were mentioned .,7,0
,,cloud,the conference opened with labour cloud by a series of weekend opinion polls giving leads of from 5 to 12 points .,5,0
,,echo,his intense scrutiny echoed in the shadowy and empty lengths of the corridor .,3,0
,,close,"dixons ' shares jumped to 153p in early trading but closed the day at 141p , a 22p rise .",10,0
,,take,"the department of the environment alone by 1988 was taking half a billion pounds out of an action for cities total , involving most home departments , estimated at ì´ï¿½3 billion .",9,0
,,shine,"it was only when using a test version of the system ( available just before the planned implementation date ) that difficulties would shine to light , and a host of change requests be issued .",23,0
,,bring,he rejects charges that he was partly responsible for the casino atmosphere that brought us corporate life in the early 1980s .,13,0
,,welcome,"as were ours , welcome back sorge .",4,0
,,probably,"this desire that can not find its name ( though it would probably speak it , if it could ) is pleasurable .",12,0
,,traumat,"kahlo 's naked body becomes not just the tortured self of her personal biography but a visual counterpart to the injured and defiled manifestations of mexico 's traumat past : la llorona the weeping woman of popular myth and la chingada , the raped and abused mother described in paz 's the labyrinth of solitude .",27,0
,,price,but on the other hand they 're priced a little bit at a pound a pint .,7,0
,,enchant,in the catalogue john house quoted monet 's description of the painted light around the snowy haystacks as an enchant veil .,19,0
,,get,i 'll get to that .,2,0
,,stumble,"in the past two months , doctors at the regional addiction treatment unit in birmingham have stumbled across five patients addicted to crack .",16,0
,,consider,you never want to consider a man the centre of your existence .,4,0
,,at,not at the size she was .,1,0
,,provide,he quoted the second vatican council : the task of providing an authentic interpretation of the word of god has been entrusted to the living teachting office of the church alone .,10,0
,,drive,miranda drives home this advantage .,1,0
,,lessly,"i have n't , ruth lessly .",5,0
,,shift,"his gaze shifted back to george , still sprawled over the control desk .",2,0
,,be,"i knew immediately what your message was : if you do n't pay up , one slash is all it takes .",6,0
,,indicate,"the construction of this giant-eyed trilobite indicates that it lived an actively swimming life well above the bottom , and possibly in the surface waters of the sea .",6,0
,,ping,"a hissing , we gas ping , ending with a funny little squeak .",5,0
,,form,"the convex , middle part of the thorax contained the musculature that formed the appendages ( which , as usual , are not preserved ) , and the relatively large volume of this region shows that the musculature was powerful .",12,0
,,mean,"but friends mean such a lot do n't they , at that age ?",2,0
,,knock,"scott 's first venture into this unlikely field of design was at battersea where , in 1930 , he was wheeled in as a famous knighted architect by the london power company to try to knock acceptable the coal-fired monster power station to which the residents of chelsea and westminster were taking strong exception .",35,0
,,have,"well we used to have , i mean , i put twelve , thirteen hundred in the sugar house .",4,0
,,achieve,"scott was so pleased with the style he had achieved at battersea , a treatment that humanised industrial forms without denying their function , that he also used it on the guinness factory at park royal , west london .",9,0
,,cause,"davis , of course , would have walked into england 's team in poland a week on wednesday ; until last season 's prolonged suspension , caused by injury , bobby robson had him firmly pencilled in as bryan robson 's replacement .",26,0
,,host,"the much-thumbed book is deeply moving , and sets the tone for a walk round this glorious building , which has hosted the christenings , marriages and burials of the folk of the village for more than 600 years .",21,0
,,see,cos er you see as you people moan about this sort of area they just do n't realize how .,3,0
,,precede,as this is been preceded by lines int it ?,4,0
,,give,"the sale of most of the lossmaking tyre distribution business to sumitomo , now also a minority shareholder in the only british-controlled tyremaker 's plant , gave the board confidence in some improvement this year , despite a poor immediate outlook for the motor producers .",26,0
,,mature,but amaldi never really matured nor grew old .,4,0
,,win,"gene autry , the first tv cowboy , now 82 , says westerns won the early days of tv partly because they had lively , cheaply produced visuals , but mainly because early tv was starved of feature films by the studios .",13,0
,,cause,chamberlain provided the way out by suggesting to balcarres that both he and long should withdraw and so allow law to be elected unanimously ; he also turned down balcarres 's remarkable advice that he should allow long to be elected since long would cause such a mess of things that chamberlain would be bound to succeed within the year .,44,0
,,and,"in august 1976 a car , containing an ira gunman , possibly already dead , ploughed onto a pavement and killed three of mrs maguire 's children , joanne , eight , john , two , andrew , six weeks , and one son , mark , aged seven .",41,0
,,lose,chelsea might have lost had the ball not kept turning into a mexican bean at kerry dixon 's feet .,3,0
,,shoot,chamberlain provided the way out by suggesting to balcarres that both he and long should withdraw and so allow law to be elected unanimously ; he also shot down balcarres 's remarkable advice that he should allow long to be elected since long would make such a mess of things that chamberlain would be bound to succeed within the year .,27,0
,,removal,endless trouble to many people in courts and council offices and much money could be saved by the removal of notice of disrepair .,18,0
,,point,"we 're trying to smooth the path for purchasers , and streamline the system , says graham harrison , points out that live telephone bidding will also be available for those unable to attend .",19,0
,,make,"the analogy is made in such ocean-going amphipods ( a kind of shrimp ) as cystosoma , which also has enormously expanded eyes , looking like headlamps , compared with its bottom-dwelling relatives ( see above ) .",3,0
,,present,but in their prepared homilies the pope and the archbishop presented quite different problems .,10,0
,,allow,this assumes that nature only allows efficient designs .,5,0
,,take,you go round that corner not off that way towards the wards just go from the desk right round the corner and take it right the way down as far as you can go .,22,0
,,include,"it should be pointed out , however , that the national radiological protection board currently includes 1 km grid square resolution population data from the 1971 census in its radiological protection studies ( hallam et al. 1981 ) .",15,0
,,base,is it based on something ?,2,0
,,put,"it puts the offender under the state 's control , as it were , for the remainder of his or her life .",1,0
,,keep,but they will keep into account the need for that balance that says that social spending without underpinning by economic growth will not be sustained in any event .,3,0
,,achieve,"some headway was made in achieving self-sufficiency , whether through utilising more land for agriculture , developing home economies , or encouraging local manufacturers and products .",5,0
,,base,"the unionist recovery was based around law 's leadership , but what asquith called the "" new style "" of obstruction , threats and offensive behaviour did not originate with law .",4,0
,,have,"the large frond has many branches , on which there are numbers of leaf-like pinnules more or less alternating on either side of the branch .",3,0
,,transform,"labour sought to transform the general election into a referendum on the nhs , asking voters for a mandate to reverse the changes .",3,0
,,and,"in the third quarter bridgend had little difficulty in wiping out an 11-point deficit , huw bevan and aled williams 's break for their second try .",17,0
,,allow,the tenant is not obliged to ensure that the landlord is aware of the defects in the premises or to allow the landlord an opportunity to remedy the defects before commencing legal proceedings .,20,0
,,which,"she adaws bangladesh , which rytasha 's mother the fiercest matron of them all , rejoicing in the improbable title of baroness thea von theilheimer shenkman .",4,0
,,pro,"in fact there is nothing fixed about such interpretations , because the way the fossils are understood may change over the years , but it is usually some time before new discoveries pro into the popular presentations .",32,0
,,say,"i never see how they get the sales per square foot in these places , barton says , without further greeting .",16,0
,,know,well it 's it was later than seventy one you know .,10,0
,,mean,"i mean , it does n't mean what it means in the dictionary any more .",9,0
,,offer,"the rough land is altogether too harsh and unyielding , offering sustenance only to sheep , and to the conifers high on the flanks of east kielder moor and grey mares knowe , immense sweeps of hillside to right and left of the valley .",10,0
,,inform,"the gulamalis received their rent for the first three months , then nothing for four months , and were informed the computer was broken , the accounts were being moved , the cheque was in the post , and so on .",19,0
,,believe,"he always believed that effective musical criticism began by being well written , and he never lost his liveliness .",2,0
,,with,"drinks exercises with the notion of measurement , concentration of alcohol content ; information which will be necessary to carry out the recording of alcohol consumption throughout the duration of the course ( p. 3 ) .",2,0
,,commit,"it seems that roland franklin , the latest unbundler to appear in the uk , has committed a fatal error in the preparation of his ì´ï¿½697m break-up bid for stationery and packaging group drg .",16,0
,,successful,"ideally one could construct a model of the fossil to test out these various functions in experiments , but the number of examples where the analysis has been successful this far are limited .",28,0
,,realize,"if you start writing down some of the responses to that question , you will realize you have along the way acquired a ragbag of elements that will have an important bearing on the design .",15,0
,,make,endless trouble to many people in courts and council offices and much money could be made by the giving of notice of disrepair .,15,0
,,Do,Do it all !,0,0
,,end,"peter yeo , who knew him in this over-candid , over-emphatic mood , decided to end gently .",15,0
,,come,"yeah , come on .",2,0
,,look,"for analysts who are designers creating a new task there may be no alternative , but any task description looked at by this method should be checked against the behaviour of real operators as they gain experience .",19,0
,,say,have to say no .,2,0
,,pierce,"a gentle breeze pierced the absolute silence , moving the curtain so that he had to steady it with his hand .",3,0
,,receive,they seem to think that you can ask a businessman what his requirements are and receive an answer that amounts to a draft system specification .,15,0
,,tell,"there was a field of poppies and corn which told him only of small and large , faded and ghostly versions of van gogh 's "" harvest "" which he had seen repeated in endless hospital corridors , waiting rooms , school offices .",9,0
,,reunite,friends lost and friends reunited .,4,0
,,remove,"a series of spoof or obsessively realistic 1960s westerns ( cat balou , butch cassidy and the sundance kid , soldier blue , the wild bunch ) removing the mask from the lone ranger 's face .",27,0
,,focus,"such language focuses attention on the individuals or groups who were breaking the law , committing criminal acts , and threatening the interests of the law-abiding majority .",2,0
,,lift,"theresa gave him a brief , pitying smile , dragged the plastic bags from beneath the seat then expertly freed her brother and settled him on her left hip while , with the other hand , she lifted the pushchair , with a single vigorous shake .",37,0
,,require,these real difficulties of man-power utilisation are such as to require many organisations to become larger and larger if they are to remain economic .,10,0
,,create,"my dress again creates a conflict , but the ambivalence is gone .",3,0
,,get,"if i give you a bit of paper and the lot , yeah well you know what to do and go to school and get them in !",24,0
,,take,he took a flight to frankfurt .,1,0
